usaf,wban,name,country,state,call,lat,lon,elev,begin,end
722331,99999,IOWA FALLS MUNI,US,IA,KIFA,42.467,-93.267,+0347.0,20080101,20180520
722335,99999,WEST CAMERON,US,LA,,28.33,-93.02,+0024.0,19761102,19830609
722337,99999,EAST ADDITION B323           ,US,TX,,28.22,-93.75,+0026.0,19800612,19931012
722344,99999,LOUISVILLE WINSTON CO,US,MS,KLMS,33.146,-89.062,+0175.3,19810220,19821217
722347,13833,HAGLER AAF,US,MS,KHBG,31.282,-89.253,+0046.0,20050101,20100731
722356,13939,MID DELTA RGNL,US,MS,KGLH,33.483,-90.985,+0039.3,19420120,20100731
722359,13978,GREENWOOD LEFLORE,US,MS,KGWO,33.496,-90.087,+0040.5,19430205,20100731
722366,53865,SLIDELL LA WSO/WSR,US,LA,KASD,30.343,-89.822,+0008.2,20080101,20091231
722367,99999,WARRENSBURG,US,MO,KRCM,38.783,-93.8,+0243.0,20080101,20180516
722368,99999,THOMAS P STAFFORD,US,OK,KOJA,35.55,-98.667,+0489.2,20080318,20180516
722384,99999,HIGH ISLAND A572C            ,US,LA,,27.95,-93.98,+0030.0,19890228,19930422
722394,99999,SHIP SHOAL B224A             ,US,LA,,28.5,-91.3,+0032.0,19870713,20050217
722397,99999,SHIP SHOAL PLATFORM,US,LA,,28.68,-91.22,+0018.0,19780401,19851230
722399,99999,ZAPATA-YORKTOWNTLAT,US,,,27.417,-94.417,+0017.0,19850201,20110816
722417,99999,WILMETTE (CGS)               ,US,IL,,42.067,-87.683,+0183.0,19870501,19910207
722418,99999,CALUMET (CGS)                ,US,IL,63G  ,41.717,-87.533,+0180.0,19870501,19900810
722422,12923,SCHOLES INTL AT GLSTON APT,US,TX,KGLS,29.273,-94.859,+0002.7,19730101,19900109
722423,12923,GALVESTON SCHOLES FIELD,US,TX,KGLS,29.273,-94.859,+0002.7,19431101,19631001
722433,99999,WEST HOUSTON,US,TX,KIWS,29.818,-95.673,+0033.8,19850130,19851129
722435,12918,WILLIAM P HOBBY,US,TX,KHOU,29.638,-95.282,+0014.3,19730101,20100731
722435,99999,WILLIAM P HOBBY,US,TX,,29.633,-95.267,+0014.0,19460728,19700101
722439,99999,SOUTH BRAZOS A70             ,US,TX,,28.02,-95.87,+0023.0,19840101,19920805
722445,03904,EASTERWOOD FLD,US,TX,KCLL,30.589,-96.365,+0100.0,19730101,20100801
722447,03901,LONGVIEW,US,TX,KGGG,32.385,-94.712,+0113.7,19730101,19910131
722448,99999,TYLER POUNDS RGNL,US,TX,KTYR,32.35,-95.4,+0166.0,19460726,19991231
722470,99999,LONGVIEW,US,TX,KGGG,32.35,-94.65,+0124.0,19771017,19771017
722484,99999,SHREVEPORT DOWNTOWN,US,LA,KDTN,32.54,-93.745,+0055.0,19810904,19991231
722503,99999,VERMILLION,US,TX,,28.583,-92.467,+0038.0,19870403,19910203
722518,99999,ORANGE GROVE NALF,US,TX,KNOG,27.9,-98.05,+0078.0,19730608,20050224
722520,12920,LAREDO INTL AIRPORT,US,TX,KLRD,27.55,-99.467,+0155.0,19650301,19991231
722520,99999,LAREDO INTL AIRPORT,US,TX,KLRD,27.55,-99.467,+0155.0,19430101,20081123
722521,99999,LAREDO INTL,US,TX,,27.617,-99.517,+0164.0,19760824,19790727
722523,99999,STINSON MUNI,US,TX,KSSF,29.333,-98.467,+0176.0,19880105,19981231
722525,12920,LAREDO AIR FORCE BASE,US,TX,KLRD,27.544,-99.461,+0154.8,19460806,19650315
722525,99999,LAREDO INTL ARPT,US,TX,,27.617,-99.517,+0164.0,19730101,19750828
722536,99999,RANDOLPH AFB,US,TX,KRND,29.517,-98.267,+0232.0,20000102,20041230
722540,13958,AUSTIN/MUELLER MUNI,US,TX,KATT,30.321,-97.76,+0200.6,19730101,19990523
722545,13904,BERGSTROM AFB/AUSTI,US,TX,KAUS,30.183,-97.68,+0150.9,19930104,19990523
722545,99999,BERGSTROM AFB/AUSTI,US,TX,KBSM,30.2,-97.683,+0165.0,19421017,19921231
722546,12910,SAN MARCOS (AWOS)            ,US,TX,KRJO,29.9,-97.867,+0182.0,19920408,19960627
722553,53928,BRENHAM MUNI,US,TX,K11R ,30.219,-96.374,+0093.9,20060101,20130501
722554,12978,FAYETTE RGNL AIR CTR,US,TX,K3T5 ,29.908,-96.95,+0098.8,20060101,20130501
722556,12925,CHASE NAVAL AIR STATION,US,TX,KNIR,28.367,-97.667,+0020.1,19730101,19921001
722572,03933,FORT HOOD,US,TX,KHLR,31.133,-97.717,+0266.7,19730102,19771202
722581,13960,DALLAS LOVE FIELD,US,TX,KDAL,32.852,-96.856,+0148.7,19850531,19900208
722583,13960,DALLAS LOVE FLD,US,TX,KDAL,32.852,-96.856,+0148.7,19900208,20100731
722585,93901,NAVAL AIR STATION OPERATIONS,US,TX,KNBE,32.733,-96.967,+0150.0,19410805,19980103
722586,99999,DEL RIO(NEXRAD)              ,US,TX,KDFX,29.267,-100.283,+0345.0,19420114,19710529
722596,13961,FORT WORTH MEACHAM,US,TX,KFTW,32.819,-97.361,+0215.2,19460801,20100731
722610,22004,DEL RIO INTL,US,TX,KDRT,29.367,-100.917,+0315.0,19460809,19510430
722615,99999,LAUGHLIN AFB,US,TX,KDLF,29.367,-100.783,+0330.0,20000101,20041222
722618,99999,FORT STOCKTON PECOS,US,TX,KFST,30.917,-102.917,+0918.0,19980201,20180516
722626,93035,MARFA AP,US,TX,KMRF,30.371,-104.017,+1478.0,19730101,19770802
722626,99999,MARFA AP,US,TX,KMRF,30.371,-104.017,+1478.0,20020520,20020525
722635,13973,JUNCTION,US,TX,KJCT,30.511,-99.766,+0533.1,19730101,19770802
722636,93042,DALHART MUNICIPAL,US,TX,KDHT,36.017,-102.55,+1217.4,19421101,20100731
722654,23091,FT STOCKTON\PECOS,US,TX,KFST,30.912,-102.917,+0917.4,20080101,20091231
722655,23005,WEBB AFB,US,TX,KBGS,32.217,-101.517,+0780.9,19420927,19770902
722657,23041,BIG SPRING,US,TX,KHCA,32.233,-101.5,+0783.9,19470101,19741130
722658,99999,SANDERSON (RAMOS)            ,US,TX,,30.167,-102.417,+0908.0,19750421,19770507
722665,13910,ABILENE DYESS AFB,US,TX,KDYS,32.433,-99.85,+0545.3,19730101,19881231
722673,99999,SHERMAN-DENISON,US,TX,,33.72,-96.67,+0228.0,19820920,20030515
722675,23021,REESE AFB/LUBBOCK,US,TX,KREE,33.6,-102.05,+1017.0,19420301,19970411
722684,99999,RUIDOSO,US,NM,,33.35,-105.667,+2106.0,19820101,19880703
722685,99999,CORONA / LINCOLN,US,NM,K4CR ,34.1,-105.667,+1981.0,19730101,20120930
722690,99999,WHITE SANDS  NM.             ,US,NM,,32.383,-106.483,+1244.0,19800101,19980731
722691,99999,CLAXTON EVANS CO,US,GA,KCWV,32.195,-81.87,+0034.1,20080107,20180515
722692,99999,WARRENTON,US,VA,KHWY,38.583,-77.717,+0102.7,20080115,20180515
722696,99999,HOLLOMAN AFB,US,NM,,32.85,-106.1,+1248.0,19420902,19811110
722697,99999,NORTHROP STRIP/ALAM,US,NM,,32.95,-106.417,+1324.0,19810114,19811114
722707,23055,GUADALUPE PASS,US,TX,KGDP,31.831,-104.809,+1663.0,19730101,19770802
722720,93026,BISBEE DOUGLAS INTL ARPT,US,AZ,KDUG,31.458,-109.606,+1251.2,20100801,20200822
722720,93063,BISBEE DOUGLAS INTL,US,AZ,KSVC,32.633,-108.167,+1659.9,19730101,20100801
722726,93045,NOGALES (AMOS)               ,US,AZ,KTCS,33.237,-107.268,+1480.7,19730101,19780228
722726,99999,NOGALES AUTOMATIC METEOROLOGI,US,AZ,,31.42,-110.85,+1198.0,19881208,19990728
722733,99999,LUKEVILLE,US,AZ,,31.88,-112.82,+0511.0,19850208,19880826
722735,93026,BISBEE DOUGLAS INTL,US,AZ,KDUG,31.458,-109.606,+1250.0,19421116,20100801
722743,99999,TUCSON NEXRAD,US,AZ,EMX,31.883,-110.617,+1586.0,19991115,20021202
722746,99999,SAFFORD MUNICIPAL,US,AZ,,32.85,-109.633,+0968.0,19730101,19730601
722785,99999,LUKE AFB,US,AZ,KLUF,33.533,-112.383,+0331.0,20000103,20041229
722800,23195,YUMA MARINE CORPS AIR STATION,US,AZ,KYUM,32.667,-114.6,+0062.8,19420116,20070105
722805,03145,YUMA MCAS,US,AZ,KNYL,32.65,-114.617,+0064.9,19770127,19870630
722806,99999,AJO MUNI,US,AZ,KP01 ,32.45,-112.867,+0444.4,19420115,19460120
722819,53989,MULTI PURPOSE RANGE,US,KS,KAMM,39.294,-96.926,+0385.3,20060601,20170110
722820,03949,PEASON RIDGE,US,LA,KAQV,31.4,-93.283,+0111.3,20060101,20200922
722822,63903,DIRT STRIP EAST OF FORT POLK,US,LA,KDNK,31.114,-92.966,+0114.0,20050303,20130503
722823,99999,CAMP DAVID,US,MD,KRSP,39.65,-77.467,+0561.4,20040921,20041124
722825,53145,TONOPAH TEST RANGE #74       ,US,NV,KBJN,37.617,-116.264,+1755.7,20060101,20150201
722826,93762,SITE R,US,PA,KRYT,39.733,-77.433,+0274.9,20060501,20171114
722826,99999,SITE R,US,PA,KRYT,39.733,-77.433,+0274.9,20041027,20041124
722857,99999,WALHALLA MUNI,US,ND,K96D ,48.941,-97.903,+0290.5,20180514,20180515
722864,99999,BIG BEAR CITY ARPT,US,CA,,34.267,-116.85,+2057.0,19801202,19840614
722865,93180,ONTARIO,US,CA,KONT,34.067,-117.65,+0303.9,19421215,19991231
722865,99999,ONTARIO,US,CA,KONT,34.067,-117.65,+0303.9,20000101,20010516
722866,23122,SAN BERNARDINO INTERNATIONAL,US,CA,KSBD,34.095,-117.235,+0353.3,19430106,19931030
722867,23156,BEAUMONT,US,CA,KBUO,33.933,-116.967,+0692.0,19730101,19991231
722867,99999,BEAUMONT,US,CA,KBUO,33.933,-116.967,+0692.0,20000101,20010901
722888,99999,NORTH CENTRAL LOWER,US,MI,,44.9,-84.717,+0446.0,19770108,19960714
722889,99999,APPLE VALLEY,US,CA,KAPV,34.575,-117.186,+0933.3,19730622,19730622
722890,93136,MOUNT WILSON,US,CA,KMWS,34.233,-118.067,+1739.2,19500101,20150513
722890,99999,MOUNT WILSON,US,CA,KMWS,34.233,-118.067,+1739.0,20000103,20030601
722898,99999,ANACAPA ISLAND,US,CA,,34.02,-119.37,+0042.0,19780407,19870919
722901,99999,SAN DIEGO/MONTGOMER,US,CA,,32.817,-117.133,+0129.0,19730101,19900206
722904,23196,BROWN FLD MUNI,US,CA,KSDM,32.567,-116.967,+0160.0,19780429,19991231
722905,99999,POINT LOMA / CABRILLO,US,CA,,32.67,-117.48,+0111.0,19760130,19960630
722908,99999,EL TORO(USMC)                ,US,CA,,33.667,-117.733,+0117.0,19730101,19890112
722910,99999,SAN NICHOLAS ISLAND,US,CA,KNSI,33.25,-119.45,+0174.0,20000103,20041229
722915,93114,TUSTIN MCAF,US,CA,KNTK,33.7,-117.833,+0016.5,19760101,19891130
722916,99999,MALIBU BEACH,US,CA,,34.03,-118.68,+0139.0,19780823,19820702
722923,99999,CAMP PENDLETON MCAS,US,CA,,33.3,-117.35,+0019.0,19770317,19780206
722928,00369,MCOLF CAMP PENDLETON RED BEAC,US,CA,KNXF,33.286,-117.456,+0027.1,20091029,20200616
722928,99999,MCOLF CAMP PENDLETON (RED BEA,US,CA,KNXF,33.286,-117.456,+0027.0,19750916,20180514
722930,93107,SAN DIEGO/MIRAMAR N,US,CA,KNKX,32.867,-117.133,+0145.7,19890101,20050331
722931,99999,MIRAMAR MCAS,US,CA,KNKX,32.867,-117.15,+0146.0,20040713,20050331
722935,99999,EL CAPITAN BEACH,US,CA,,34.467,-120.033,+0027.0,19880107,19960630
722955,03122,TORRANCE AIRPORT,US,CA,KTOA,33.802,-118.342,+0027.4,19440601,19991231
722957,99999,LONG BEACH,US,CA,,32.75,-118.417,+0024.0,19761129,19880105
722978,99999,HUNTINGTON BEACH,US,CA,,33.65,-118,+0035.0,19730101,19960630
722979,03157,LONG BEACH NAVAL STN,US,CA,NWF,33.75,-118.233,+0004.3,19730102,19731228
722984,99999,HUNTINGTON B. OIL,US,CA,,33.57,-118.13,+0036.0,19870403,19880309
723011,13748,WILMINGTON NEW HANOVER COUNTY,US,NC,KILM,34.268,-77.9,+0011.6,19420601,19900228
723013,13748,WILMINGTON INTL,US,NC,KILM,34.268,-77.9,+0011.6,19900228,20091231
723040,93729,CAPE HATTERAS,US,NC,KHSE,35.233,-75.622,+0003.4,19730101,19951231
723044,99999,ERWIN  HARNETT COUNTY AIRPORT,US,NC,,35.38,-78.73,+0060.0,19990114,19990715
723048,99999,ANDREWS  ANDREWS-MURPHY AIRPO,US,NC,,35.19,-83.86,+0518.0,19990114,20010517
723050,99999,NEWPORT,US,NC,KMHX,34.767,-76.867,+0010.8,19960516,20041008
723077,99999,NORFOLK / CHESAPEAK,US,VA,,36.9,-75.72,+0023.0,19750916,19840107
723078,99999,MARKS MUNI,US,VA,,36.596,-78.56,+0128.3,19890918,19900206
723084,99999,HANOVER CO MUNI,US,VA,KOFP,37.709,-77.437,+0063.0,19860620,20180516
723086,99999,NEWPORT NEWS WILLIA,US,VA,KPHF,37.133,-76.483,+0013.0,19730101,19991231
723105,93833,MC ENTIRE JNGB,US,SC,KMMT,33.921,-80.801,+0077.0,19590206,19991231
723105,99999,MC ENTIRE JNGB,US,SC,KMMT,33.921,-80.801,+0077.0,20000103,20041230
723107,99999,SANTEE COOPER RGNL,US,SC,KMNI,33.587,-80.209,+0031.4,20081208,20180226
723125,93846,ANDERSON RGNL,US,SC,KAND,34.498,-82.71,+0235.6,19730101,20100801
723126,93804,SPARTANBURG DOWNTOWN MEMORIAL,US,SC,KSPA,34.917,-81.95,+0244.1,19730101,19820320
723145,03810,HICKORY RGNL,US,NC,KHKY,35.743,-81.382,+0362.1,19730101,20100801
723155,99999,HOT SPRINGS (AWRS)           ,US,NC,,35.9,-82.817,+0451.0,19730101,19840331
723180,99999,BLACKSBURG,US,VA,,37.2,-80.4,+0641.9,19960101,20050403
723181,13877,BRISTOL TRI CITY AIRPORT,US,TN,KTRI,36.473,-82.404,+0464.8,19730101,19900228
723183,13877,TRI CITIES RGNL,US,TN,KTRI,36.473,-82.404,+0464.8,19900228,20100801
723191,93807,WINSTON-SALEM REYNOLDS AP,US,NC,KINT,36.134,-80.222,+0295.7,19850531,19900206
723231,99999,REDSTONE AAF,US,AL,KHUA,34.683,-86.683,+0209.0,20040804,20051230
723244,99999,DALLAS BAY SKY PARK,US,TN,KCQN,35.188,-85.178,+0210.3,19801205,19900801
723245,99999,MONTEAGLE,US,TN,MGL,35.25,-85.85,+0586.0,19730101,19990823
723246,53868,OAK RIDGE,US,TN,KOQT,36.024,-84.238,+0277.4,19990102,20100801
723249,99999,MAURY CO,US,TN,KMRC,35.554,-87.179,+0207.6,20180101,20180514
723263,99999,FAYETTEVILLE/KELSO,US,TN,,35.133,-86.55,+0198.0,19881208,19891112
723265,03847,CROSSVILLE MEM WHIT,US,TN,KCSV,35.951,-85.081,+0570.0,19730101,20100801
723274,99999,UPPER CUMBERLAND RGNL,US,TN,KSRB,36.056,-85.531,+0312.4,19810220,20180514
723275,99999,CLARKSVILLE/OUTLAW,US,TN,CKV,36.617,-87.417,+0168.0,19730418,19810915
723290,03849,CAPE GIRARDEAU RGNL,US,MO,KLOZ,37.087,-84.077,+0369.1,19730101,19850531
723291,03849,LONDON-CORBIN AP,US,KY,KLOZ,37.087,-84.077,+0369.1,19850531,19900206
723293,03849,LONDON-CORBIN AP,US,KY,KLOZ,37.087,-84.077,+0369.1,19900208,19910220
723301,93862,TUPELO C D LEMONS ARPT,US,MS,KTUP,34.262,-88.771,+0110.0,19730101,19900228
723303,93862,TUPELO C D LEMONS ARPT,US,MS,KTUP,34.262,-88.771,+0110.0,19900208,19910228
723305,99999,OXFORD UNIVERSITY,US,MS,,34.383,-89.533,+0137.0,19730112,19850311
723306,99999,COLUMBUS AFB,US,MS,KCBM,33.65,-88.45,+0066.0,20000101,20041227
723345,93839,MEMPHIS NAS,US,TN,KNQA,35.35,-89.867,+0097.5,19730101,19960429
723348,99999,ABILENE(NEXRAD)              ,US,TX,KDYX,32.533,-99.25,+0462.0,19770501,19810812
723401,13963,LITTLE ROCK ADAMS FIELD,US,AR,KLIT,34.727,-92.239,+0078.3,19750101,19900228
723408,99999,ARKANSAS INTL,US,AR,KBYH,35.967,-89.933,+0077.0,20000103,20041230
723410,99999,PAGE  OK.                    ,US,,,34.683,-94.617,+0883.0,19771026,19950611
723424,53919,MONTICELLO MUNI,US,AR,KLLQ,33.636,-91.756,+0082.3,20050101,20091231
723425,99999,HARRELL FLD,US,AR,KCDH,33.623,-92.763,+0039.6,19840320,20180516
723446,13971,BOONE CO,US,AR,KHRO,36.267,-93.157,+0422.1,19460801,20100731
723480,99999,WEST PLAINS  MO,US,,,36.733,-91.85,+0308.0,19730101,19960808
723485,99999,POPLAR BLUFF(AMOS)&          ,US,MO,,36.767,-90.467,+0116.0,19760820,19770728
723489,03935,CAPE GIRARDEAU RGNL,US,MO,KCGI,37.225,-89.571,+0107.3,19730101,20100801
723490,99999,MONETTE,US,MO,,36.917,-94.017,+0437.0,19730101,20130430
723493,99999,WAPPAPELLO,US,MO,,36.933,-90.283,+0101.0,19880810,19881202
723513,99999,SHEPPARD AFB,US,TX,KSHP,33.967,-98.483,+0310.6,19870731,20200511
723520,99999,ALTUS AFB,US,OK,KLTS,34.65,-99.267,+0420.0,20000103,20041230
723527,13975,GAGE/SHATTUCK,US,OK,KGAG,36.297,-99.769,+0671.2,19460801,20100709
723529,53929,ARDMORE DOWNTOWN EXE,US,OK,K1F0 ,34.147,-97.123,+0257.3,20060101,20130430
723535,99999,VANCE AFB,US,OK,KEND,36.333,-97.917,+0398.0,19420101,20051222
723546,13969,PONCA CITY MUNI,US,OK,KPNC,36.737,-97.102,+0304.2,19460801,20100731
723567,99999,TULSA WSO/(INOLA)            ,US,OK,,36.18,-95.56,+0223.7,19770506,19770728
723601,23007,CHILDRESS MUNICIPAL AP,US,TX,KCDS,34.427,-100.283,+0595.0,19430215,19800901
723604,23007,CHILDRESS MUNICIPAL,US,TX,KCDS,34.427,-100.283,+0595.0,19800910,20100731
723620,99999,SOCORRO MUNI,US,NM,KONM,34.022,-106.903,+1485.9,19730101,20180514
723653,99999,ALBUQUERQUE RADAR,US,NM,KZAB,35.167,-106.567,+1621.0,20100512,20100512
723655,99999,MORIARTY,US,NM,,34.98,-106.05,+1890.0,19730101,20090331
723657,03014,TORREON,US,NM,K4SL ,35.799,-107.181,+2105.9,20060101,20130226
723659,99999,TAOS,US,NM,KE23 ,36.383,-105.6,+2126.0,19730101,19950720
723671,23051,CLAYTON MUNICIPAL AIRPARK,US,NM,KCAO,36.449,-103.154,+1515.5,19730101,19770831
723675,93092,CHAMA AWRS,US,NM,KE33 ,36.9,-106.583,+2393.0,20060101,20120930
723678,23052,RATON MUNICIPAL CREWS FIELD A,US,NM,KRTN,36.741,-104.502,+1935.2,19730101,19810402
723700,99999,KINGMAN,US,AZ,KIGM,35.259,-113.95,+1051.0,19430329,19981231
723721,23184,PRESCOTT MUNICIPAL AP,US,AZ,KPRC,34.652,-112.421,+1539.8,19730101,19900228
723745,93139,PAYSON,US,AZ,KPAN,34.257,-111.339,+1572.0,19730101,20180516
723746,99999,SHOW LOW MUNICIPAL,US,AZ,,34.25,-110.033,+1943.0,19730102,19850125
723756,99999,SEDONA,US,AZ,KSEZ,34.849,-111.788,+1471.3,19920408,20180515
723757,99999,FLAGSTAFF NEXRAD,US,AZ,FSX,34.567,-111.2,+2291.0,20001130,20021021
723758,99999,RUSK COUNTY,US,WI,KRCX,45.5,-91,+0377.0,20050719,20090616
723762,99999,SANTA YNEZ,US,CA,KIZA,34.606,-120.076,+0205.0,20050430,20051222
723781,99999,GRAND CANYON PARK,US,AZ,,35.95,-112.15,+2014.0,19760309,19900206
723785,99999,PAGE MUNI (AMOS)  &          ,US,AZ,,36.933,-111.45,+1314.0,19730102,19770802
723786,99999,KINGMAN (AMOS)    &          ,US,AZ,,35.25,-113.933,+1033.0,19730101,19770802
723787,99999,LAKE HAVASU (AWOS)           ,US,AZ,,34.467,-111.767,+0147.0,19730420,19940508
723814,93121,TWENTYNINE PALMS NAAS,US,CA,KNXP,34.3,-116.167,+0695.9,19770711,19891127
723826,93194,INYOKERN AIRPORT,US,CA,KIYK,35.667,-117.833,+0748.9,20060101,20131104
723830,23187,SANDBERG,US,CA,KSDB,34.744,-118.724,+1374.7,19730101,20200728
723850,03133,YUCCA FLATS TEST S T,US,NV,,36.95,-116.05,+1196.9,19730101,19790514
723874,99999,BICYCLE LAKE FORT IRWIN AAF(N,US,CA,,35.283,-116.617,+0716.0,19791111,19831205
723884,93218,JOLON HUNTER LIGGETT MIL RES,US,CA,,36,-121.233,+0317.0,19880105,19891127
723894,99999,MAMMOTH YOSEMITE,US,CA,KMMH,37.624,-118.838,+2173.0,19840331,20051217
723897,23167,FRESNO CHANDLER DOWNTOWN AP,US,CA,KFCH,36.733,-119.817,+0084.1,19950423,19970923
723897,99999,FRESNO CHANDLER EXECUTIVE,US,CA,KFCH,36.732,-119.82,+0084.7,20150717,20200514
723900,93226,SAN SIMEON/PT. PIED,US,CA,K87Q ,35.666,-121.285,+0021.0,19990101,20050607
723900,99999,POINT PIEDRAS BLANCA,US,CA,,35.67,-121.28,+0017.0,19430607,19981231
723914,93218,JOLON HUNTER LIGGETT MIL RES,US,CA,,36,-121.233,+0317.0,19790315,19880105
723920,99999,SANTA PAULA,US,CA,,34.35,-119.067,+0075.0,19730207,19760305
723928,99999,SANTA PAULA ARPT,US,CA,KSZP,34.35,-119.083,+0078.9,19841106,19841106
723935,99999,VANDENBERG RANGE,US,CA,KXVW,34.717,-120.567,+0100.0,19950505,20020308
724008,93781,HALIFAX COUNTY AIRPORT,US,NC,KRZZ,36.439,-77.71,+0078.0,20060101,20090625
724019,99999,WAKEFIELD MUNI,US,VA,KAKQ,36.983,-77,+0034.0,19971210,20040121
724024,93739,WALLOPS ISLAND UAU,US,VA,KWAL,37.937,-75.471,+0014.6,19791231,19910228
724029,93775,RICHMOND (ASOS)              ,US,VA,KOFP,37.708,-77.434,+0062.5,20080101,20091231
724029,99999,RICHMOND (ASOS)              ,US,VA,,37.7,-77.433,+0063.0,19970318,19970318
724043,99999,EASTON/NEWMAN/FLD,US,MD,KESN,38.8,-76.067,+0022.0,19960229,20050524
724045,93720,SALISBURY OCEAN CIT,US,MD,KSBY,38.341,-75.51,+0018.3,19730101,20100731
724057,99999,PHILLIPS AAF,US,MD,KAPG,39.467,-76.167,+0017.0,19770701,20051228
724064,99999,FORT RITCHIE/SITE R,US,MD,,39.733,-77.433,+0275.0,19610911,20010612
724065,93733,TIPTON AIRPORT,US,MD,KFME,39.083,-76.767,+0046.0,19591113,19890929
724076,13724,ATLANTIC CITY (CGS)          ,US,NJ,ATLN,39.379,-74.424,+0003.4,19750915,19910215
724084,04739,MONMOUTH EXECUTIVE,US,NJ,KBLM,40.183,-74.117,+0048.0,19830421,19991231
724086,14793,WILLOW GROVE NAS,US,PA,KNXX,40.2,-75.15,+0110.0,19730101,20110412
724089,13781,WILMINGTON NEW CAST,US,DE,KILG,39.673,-75.601,+0024.4,19420801,20100731
724104,99999,SOMERSET ARPT ASOS,US,NJ,KSMQ,40.633,-74.667,+0032.0,19990114,20041209
724125,99999,MERCER CO,US,WV,KBLF,37.296,-81.208,+0871.0,19730101,19991231
724126,99999,WHITE SULPHUR SPRNG,US,WV,KSSU,37.767,-80.333,+0549.0,19730101,19861008
724131,99999,PIKEVILLE (RAMOS)            ,US,KY,5I3  ,37.483,-82.517,+0209.0,19760305,19900206
724133,99999,PIKEVILLE REMOTE AUTOMATIC ME,US,,,37.48,-82.52,+0446.0,19900208,19920729
724165,03725,GRANT CO,US,WV,KW99 ,38.994,-79.144,+0292.6,20060101,20130501
724236,03889,JACKSON CARROLL ARPT,US,KY,KJKL,37.591,-83.314,+0413.6,19730102,20100801
724270,03804,OAK RIDGE,US,TN,KPKB,39.2,-81.27,+0263.3,19730101,19850531
724270,99999,OAK RIDGE,US,TN,KOQT,36.017,-84.217,+0279.0,20020503,20100731
724271,03804,PARKERSBURG WOOD COUNTY AP,US,WV,KPKB,39.2,-81.27,+0263.3,19850531,19900206
724289,99999,TOLEDO COAST GUARD STATION,US,OH,,41.7,-83.45,+0180.0,19760926,19960701
724293,00376,MOUNT WERNER,US,CO,K3MW ,40.46,-106.76,+3241.2,20050322,20140721
724295,03867,SPRINGFIELD BECKLEY,US,OH,KSGH,39.833,-83.833,+0320.0,19730103,19991229
724295,99999,SPRINGFIELD BECKLEY,US,OH,KSGH,39.833,-83.833,+0320.0,20000103,20051229
724325,99999,RACEWAY,US,IN,,38.049,-87.381,+0122.0,19860203,19890829
724343,99999,ST LOUIS NEXRAD,US,MO,,36.7,-90.683,+0220.0,20000817,20020424
724360,13803,COLUMBUS BAKALAR,US,IN,KBAK,39.267,-85.9,+0199.9,19840816,19840823
724361,13803,COLUMBUS BAKALAR,US,IN,KBAK,39.267,-85.9,+0199.9,19430501,19900206
724370,93823,TERRE HAUTE HULMAN REGIONAL A,US,IN,HUF,39.45,-87.3,+0175.3,19480101,19850531
724370,99999,TERRE HAUTE HULMAN REGIONAL A,US,IN,HUF,39.45,-87.3,+0175.3,20011208,20030504
724371,93823,TERRE HAUTE HULMAN REGIONAL A,US,IN,,39.45,-87.3,+0175.3,19850531,19900206
724373,93823,TERRE HAUTE INTL HU,US,IN,KHUF,39.45,-87.3,+0180.0,19900208,19991231
724389,12991,SHIP SHOAL 207A              ,US,LA,KGSM,28.517,-90.967,+0032.3,20061020,20100513
724394,99999,ALTON,US,IL,,38.883,-90.05,+0166.0,19840225,19840229
724396,93989,QUINCY RGNL BALDWIN,US,IL,KUIN,39.937,-91.192,+0233.5,19730101,20100801
724398,99999,WEST PLAINS,US,IL,,36.883,-91.9,+0374.0,19760402,20010516
724456,13997,ROLLA/VICHY AIRPORT,US,MO,KVIH,38.131,-91.768,+0346.6,19730101,20100801
724461,13988,KANSAS CITY DOWNTOWN AP,US,MO,KMKC,39.121,-94.597,+0228.6,19480101,19900206
724462,99999,HOUSTON CO,US,TX,KDKR,31.307,-95.404,+0106.1,20080103,20081230
724466,99999,RICHARDS-GEBAUR AP,US,MO,KGVW,38.85,-94.55,+0333.0,20000101,20000110
724503,99999,SPENCER,US,ID,,44.35,-112.18,+1793.0,19970123,20041224
724550,99999,FT RILEY/MARSHALL A,US,KS,KFRI,39.1,-96.767,+0320.0,20000103,20041006
724567,13921,SHERMAN AAF,US,KS,KFLV,39.367,-94.917,+0235.0,19370203,19981001
724586,13922,SALINA MUNI,US,KS,KSLN,38.783,-97.65,+0393.0,19421101,19650601
724600,99999,ELKHART / ELKHART-MORTON COUN,US,,,37,-101.88,+1102.0,19771006,20050504
724626,99999,DURANGO AVIATION WEATHER REPO,US,,,37.28,-107.87,+2012.0,19730101,19910215
724630,99999,LAMAR,US,CO,,38.083,-102.617,+1103.0,19741113,20040306
724663,99999,PETERSON AFB,US,CO,,38.817,-104.733,+1876.0,19420901,19480401
724670,03017,DENVER INTL AP,US,CO,KDEN,39.833,-104.658,+1655.4,19741113,19940529
724671,99999,LEADVILLE/LAKE CO.           ,US,CO,LXV,39.25,-106.3,+3096.0,19480103,19900206
724678,99999,STEAMBOAT SPRINGS B,US,CO,KSBS,40.516,-106.866,+2096.0,19840607,20040402
724679,99999,WINTER PARK RESORT,US,CO,,39.88,-105.77,+2771.0,19860501,19930715
724680,99999,FORT CARSON/BUTTS,US,CO,KFCS,38.7,-104.767,+1789.0,20000104,20041230
